Year,Gebietseinheit,Geschlecht,Kategorie,Units,GeoCode,Value
2022,"Braunschweig, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03101,4995
2022,"Braunschweig, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03101,4620
2022,"Braunschweig, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03101,9615
2022,"Salzgitter, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03102,4015
2022,"Salzgitter, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03102,3170
2022,"Salzgitter, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03102,7185
2022,"Wolfsburg, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03103,5385
2022,"Wolfsburg, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03103,4380
2022,"Wolfsburg, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03103,9760
2022,"Gifhorn",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03151,2850
2022,"Gifhorn",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03151,2290
2022,"Gifhorn",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03151,5140
2022,"Goslar",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03153,2445
2022,"Goslar",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03153,2015
2022,"Goslar",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03153,4460
2022,"Helmstedt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03154,1720
2022,"Helmstedt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03154,1430
2022,"Helmstedt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03154,3150
2022,"Northeim",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03155,1875
2022,"Northeim",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03155,1640
2022,"Northeim",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03155,3515
2022,"Peine",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03157,2610
2022,"Peine",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03157,2095
2022,"Peine",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03157,4705
2022,"Wolfenbüttel",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03158,1445
2022,"Wolfenbüttel",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03158,1195
2022,"Wolfenbüttel",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03158,2635
2022,"Göttingen",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03159,5655
2022,"Göttingen",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03159,5350
2022,"Göttingen",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03159,11005
2022,"Statistische Region Braunschweig",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH031,32995
2022,"Statistische Region Braunschweig",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH031,28180
2022,"Statistische Region Braunschweig",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH031,61170
2022,"Region Hannover",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03241,36960
2022,"Region Hannover",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03241,32730
2022,"Region Hannover",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03241,69690
2022,"Diepholz",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03251,5605
2022,"Diepholz",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03251,4525
2022,"Diepholz",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03251,10130
2022,"Hameln-Pyrmont",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03252,3380
2022,"Hameln-Pyrmont",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03252,2930
2022,"Hameln-Pyrmont",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03252,6310
2022,"Hildesheim",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03254,5060
2022,"Hildesheim",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03254,4250
2022,"Hildesheim",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03254,9310
2022,"Holzminden",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03255,610
2022,"Holzminden",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03255,535
2022,"Holzminden",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03255,1145
2022,"Nienburg (Weser)",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03256,2675
2022,"Nienburg (Weser)",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03256,1880
2022,"Nienburg (Weser)",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03256,4555
2022,"Schaumburg",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03257,3350
2022,"Schaumburg",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03257,2610
2022,"Schaumburg",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03257,5960
2022,"Statistische Region Hannover",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH032,57640
2022,"Statistische Region Hannover",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH032,49465
2022,"Statistische Region Hannover",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH032,107105
2022,"Celle",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03351,3335
2022,"Celle",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03351,2770
2022,"Celle",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03351,6105
2022,"Cuxhaven",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03352,3490
2022,"Cuxhaven",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03352,2970
2022,"Cuxhaven",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03352,6460
2022,"Harburg",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03353,6715
2022,"Harburg",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03353,5395
2022,"Harburg",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03353,12110
2022,"Lüchow-Dannenberg",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03354,765
2022,"Lüchow-Dannenberg",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03354,620
2022,"Lüchow-Dannenberg",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03354,1390
2022,"Lüneburg",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03355,2660
2022,"Lüneburg",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03355,2110
2022,"Lüneburg",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03355,4770
2022,"Osterholz",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03356,1340
2022,"Osterholz",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03356,1210
2022,"Osterholz",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03356,2550
2022,"Rotenburg (Wümme)",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03357,3405
2022,"Rotenburg (Wümme)",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03357,2575
2022,"Rotenburg (Wümme)",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03357,5975
2022,"Heidekreis",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03358,3685
2022,"Heidekreis",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03358,2875
2022,"Heidekreis",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03358,6555
2022,"Stade",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03359,5720
2022,"Stade",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03359,4395
2022,"Stade",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03359,10115
2022,"Uelzen",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03360,1430
2022,"Uelzen",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03360,1215
2022,"Uelzen",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03360,2645
2022,"Verden",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03361,2545
2022,"Verden",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03361,2060
2022,"Verden",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03361,4605
2022,"Statistische Region Lüneburg",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH033,35085
2022,"Statistische Region Lüneburg",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH033,28190
2022,"Statistische Region Lüneburg",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH033,63280
2022,"Delmenhorst, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03401,3465
2022,"Delmenhorst, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03401,3080
2022,"Delmenhorst, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03401,6540
2022,"Emden, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03402,1565
2022,"Emden, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03402,1165
2022,"Emden, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03402,2730
2022,"Oldenburg (Oldb), Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03403,3255
2022,"Oldenburg (Oldb), Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03403,3055
2022,"Oldenburg (Oldb), Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03403,6310
2022,"Osnabrück, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03404,5415
2022,"Osnabrück, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03404,4875
2022,"Osnabrück, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03404,10290
2022,"Wilhelmshaven, Stadt",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03405,1820
2022,"Wilhelmshaven, Stadt",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03405,1290
2022,"Wilhelmshaven, Stadt",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03405,3110
2022,"Ammerland",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03451,2115
2022,"Ammerland",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03451,1720
2022,"Ammerland",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03451,3830
2022,"Aurich",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03452,2835
2022,"Aurich",weiblich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03452,2480
2022,"Aurich",insgesamt,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03452,5315
2022,"Cloppenburg",männlich,"Aufenthaltsrecht nach FreizügG/EU",Anzahl,RH03453,8365
