Year,Gebietseinheit,Units,GeoCode,Value
2005,"Braunschweig, Stadt",%,K03101,8.26629918498979
2005,"Salzgitter, Stadt",%,K03102,9.95210069992388
2005,"Wolfsburg, Stadt",%,K03103,9.88952054059852
2005,"Gifhorn",%,K03151,4.34231993519607
2005,"Goslar",%,K03153,4.95602567149988
2005,"Helmstedt",%,K03154,3.73200748856766
2005,"Northeim",%,K03155,3.95800668075533
2005,"Peine",%,K03157,5.07798277617197
2005,"Wolfenbüttel",%,K03158,3.863672307449
2005,"Göttingen",%,K03159,5.87466113857439
2005,"Statistische Region Braunschweig",%,K031,6.03089488528782
2005,"Hannover  Region",%,K03241,10.2047507272652
2005,"dav. Hannover, Lhst.",%,K03241001,14.5456237675213
2005,"dav. Hannover, Umland",%,K03241999,6.55158008792227
2005,"Diepholz",%,K03251,3.83023734852562
2005,"Hameln-Pyrmont",%,K03252,6.89064064064064
2005,"Hildesheim",%,K03254,5.03401079675065
2005,"Holzminden",%,K03255,4.4059139094946
2005,"Nienburg (Weser)",%,K03256,4.36005402399301
2005,"Schaumburg",%,K03257,5.80343929885175
2005,"Statistische Region Hannover",%,K032,7.74497566683411
2005,"Celle",%,K03351,4.27802503781982
2005,"Cuxhaven",%,K03352,4.25281084978273
2005,"Harburg",%,K03353,4.55325501288111
2005,"Lüchow-Dannenberg",%,K03354,2.47896868671133
2005,"Lüneburg",%,K03355,3.9346560952115
2005,"Osterholz",%,K03356,3.53376322721991
2005,"Rotenburg (Wümme)",%,K03357,3.99150871872631
2005,"Heidekreis",%,K03358,4.16952858885042
2005,"Stade",%,K03359,4.07380073800738
2005,"Uelzen",%,K03360,2.87394264493501
2005,"Verden",%,K03361,5.02371647623878
2005,"Statistische Region Lüneburg",%,K033,4.09369456491952
2005,"Delmenhorst, Stadt",%,K03401,8.89272353654039
2005,"Emden  Stadt",%,K03402,5.38370765867719
2005,"Oldenburg(Oldb), Stadt",%,K03403,6.23340585879608
2005,"Osnabrück, Stadt",%,K03404,9.24035796696253
2005,"Wilhelmshaven, Stadt",%,K03405,4.60910570662581
2005,"Ammerland",%,K03451,2.83714870007162
2005,"Aurich",%,K03452,2.80758226037196
2005,"Cloppenburg",%,K03453,4.07409311111397
2005,"Emsland",%,K03454,4.05659038724491
2005,"Friesland",%,K03455,2.71762710527354
2005,"Grafschaft Bentheim",%,K03456,9.89646092738876
2005,"Leer",%,K03457,3.94956863125242
2005,"Oldenburg",%,K03458,3.41602309692916
2005,"Osnabrück",%,K03459,4.53610943416173
2005,"Vechta",%,K03460,6.72275889154916
2005,"Wesermarsch",%,K03461,5.58335556148306
2005,"Wittmund",%,K03462,2.28974704075646
2005,"Statistische Region Weser-Ems",%,K034,5.03312718974542
2005,"Niedersachsen",%,K030,5.77294367512615
2006,"Braunschweig, Stadt",%,K03101,8.26261778569013
2006,"Salzgitter, Stadt",%,K03102,9.81952843013172
2006,"Wolfsburg, Stadt",%,K03103,9.91011926004
2006,"Gifhorn",%,K03151,4.21262587584441
2006,"Goslar",%,K03153,4.894558186775
2006,"Helmstedt",%,K03154,3.73303634038692
2006,"Northeim",%,K03155,3.85392609699769
2006,"Peine",%,K03157,4.97548033209617
2006,"Wolfenbüttel",%,K03158,3.71575287851242
2006,"Göttingen",%,K03159,5.7528875300131
2006,"Statistische Region Braunschweig",%,K031,5.9493499722252
2006,"Hannover  Region",%,K03241,10.1936440662951
2006,"dav. Hannover, Lhst.",%,K03241001,14.505474074404
2006,"dav. Hannover, Umland",%,K03241999,6.55831124914072
2006,"Diepholz",%,K03251,3.77844628283335
2006,"Hameln-Pyrmont",%,K03252,6.69175207049125
2006,"Hildesheim",%,K03254,4.90958121827411
2006,"Holzminden",%,K03255,4.25814171262096
2006,"Nienburg (Weser)",%,K03256,4.30657865365605
2006,"Schaumburg",%,K03257,5.53452567697703
2006,"Statistische Region Hannover",%,K032,7.67826731405997
2006,"Celle",%,K03351,4.1739952510773
2006,"Cuxhaven",%,K03352,4.15501750434548
2006,"Harburg",%,K03353,4.39426895381218
2006,"Lüchow-Dannenberg",%,K03354,2.49027084397972
2006,"Lüneburg",%,K03355,3.83500278557866
2006,"Osterholz",%,K03356,3.51206243666554
2006,"Rotenburg (Wümme)",%,K03357,3.95009638817153
2006,"Heidekreis",%,K03358,4.20926079559037
2006,"Stade",%,K03359,4.01781637767474
2006,"Uelzen",%,K03360,2.84268800928902
2006,"Verden",%,K03361,5.00877094763558
2006,"Statistische Region Lüneburg",%,K033,4.02751010312765
2006,"Delmenhorst, Stadt",%,K03401,8.61125862984599
2006,"Emden  Stadt",%,K03402,5.14862200919949
2006,"Oldenburg(Oldb), Stadt",%,K03403,6.14045014459952
2006,"Osnabrück, Stadt",%,K03404,9.02834008097166
2006,"Wilhelmshaven, Stadt",%,K03405,4.48083867772987
2006,"Ammerland",%,K03451,2.85013633323616
2006,"Aurich",%,K03452,2.8966843975359
2006,"Cloppenburg",%,K03453,4.19160143624273
2006,"Emsland",%,K03454,4.54730498613627
2006,"Friesland",%,K03455,2.71760613487232
2006,"Grafschaft Bentheim",%,K03456,10.4212399881341
2006,"Leer",%,K03457,4.05208440431335
2006,"Oldenburg",%,K03458,3.49109560218819
2006,"Osnabrück",%,K03459,4.54249457338454
2006,"Vechta",%,K03460,6.71054213246784
2006,"Wesermarsch",%,K03461,5.6877994285346
2006,"Wittmund",%,K03462,2.18229607982154
2006,"Statistische Region Weser-Ems",%,K034,5.11058966355332
2006,"Niedersachsen",%,K030,5.74690094874093
2007,"Braunschweig, Stadt",%,K03101,8.085513201253
2007,"Salzgitter, Stadt",%,K03102,9.70755791872389
2007,"Wolfsburg, Stadt",%,K03103,9.80926430517711
2007,"Gifhorn",%,K03151,4.14160469263364
2007,"Goslar",%,K03153,4.88280854339561
2007,"Helmstedt",%,K03154,3.64865287730388
2007,"Northeim",%,K03155,3.77523534475577
2007,"Peine",%,K03157,4.85774183887391
2007,"Wolfenbüttel",%,K03158,3.63331514937586
2007,"Göttingen",%,K03159,5.58814837356149
2007,"Statistische Region Braunschweig",%,K031,5.83940175764915
2007,"Hannover  Region",%,K03241,10.1508885976502
2007,"dav. Hannover, Lhst.",%,K03241001,14.4723965340524
2007,"dav. Hannover, Umland",%,K03241999,6.49247512132948
2007,"Diepholz",%,K03251,3.82491563711409
2007,"Hameln-Pyrmont",%,K03252,6.57578848017635
2007,"Hildesheim",%,K03254,4.81215980708398
2007,"Holzminden",%,K03255,4.22190978016635
2007,"Nienburg (Weser)",%,K03256,4.25637535529845
2007,"Schaumburg",%,K03257,5.41809809224472
2007,"Statistische Region Hannover",%,K032,7.63301513648897
2007,"Celle",%,K03351,4.08248902630925
2007,"Cuxhaven",%,K03352,4.10381751612601
2007,"Harburg",%,K03353,4.31099521091649
2007,"Lüchow-Dannenberg",%,K03354,2.57802437332805
2007,"Lüneburg",%,K03355,3.71560542945394
2007,"Osterholz",%,K03356,3.47447172942607
2007,"Rotenburg (Wümme)",%,K03357,3.93459902831457
2007,"Heidekreis",%,K03358,4.18442819636959
2007,"Stade",%,K03359,4.0585313383158
2007,"Uelzen",%,K03360,2.80778887928071
2007,"Verden",%,K03361,4.91601067527866
2007,"Statistische Region Lüneburg",%,K033,3.97982049599913
2007,"Delmenhorst, Stadt",%,K03401,8.41551873294736
2007,"Emden  Stadt",%,K03402,5.1494759639556
2007,"Oldenburg(Oldb), Stadt",%,K03403,6.13300075832116
2007,"Osnabrück, Stadt",%,K03404,8.98323816540799
2007,"Wilhelmshaven, Stadt",%,K03405,4.47245474012069
2007,"Ammerland",%,K03451,2.88360489059389
2007,"Aurich",%,K03452,2.88344815626429
2007,"Cloppenburg",%,K03453,4.38904583746914
2007,"Emsland",%,K03454,4.95195083133195
2007,"Friesland",%,K03455,2.71088222744818
2007,"Grafschaft Bentheim",%,K03456,10.7880535225845
2007,"Leer",%,K03457,4.27650707501454
2007,"Oldenburg",%,K03458,3.51063576757498
2007,"Osnabrück",%,K03459,4.69720107453769
2007,"Vechta",%,K03460,6.65530787774173
2007,"Wesermarsch",%,K03461,5.57966789747576
2007,"Wittmund",%,K03462,2.1509473173773
2007,"Statistische Region Weser-Ems",%,K034,5.21647174459854
2007,"Niedersachsen",%,K030,5.73403311019353
2008,"Braunschweig, Stadt",%,K03101,7.88660715737444
2008,"Salzgitter, Stadt",%,K03102,9.75934420577842
2008,"Wolfsburg, Stadt",%,K03103,9.80935472631037
2008,"Gifhorn",%,K03151,4.05029781601588
2008,"Goslar",%,K03153,4.84721623673788
2008,"Helmstedt",%,K03154,3.57541899441341
2008,"Northeim",%,K03155,3.66284666352822
2008,"Peine",%,K03157,4.81249952870382
2008,"Wolfenbüttel",%,K03158,3.63002676629226
2008,"Göttingen",%,K03159,5.46688324681898
2008,"Statistische Region Braunschweig",%,K031,5.76448481168036
2008,"Hannover  Region",%,K03241,9.95878020564756
2008,"dav. Hannover, Lhst.",%,K03241001,14.2625654566134
2008,"dav. Hannover, Umland",%,K03241999,6.29373723733075
2008,"Diepholz",%,K03251,3.78068747405296
2008,"Hameln-Pyrmont",%,K03252,6.53013465645341
2008,"Hildesheim",%,K03254,4.76831680405214
2008,"Holzminden",%,K03255,4.14025462099824
2008,"Nienburg (Weser)",%,K03256,4.27910656194251
2008,"Schaumburg",%,K03257,5.21442465223874
2008,"Statistische Region Hannover",%,K032,7.51025623249042
2008,"Celle",%,K03351,4.13534669405429
2008,"Cuxhaven",%,K03352,4.07571589717203
2008,"Harburg",%,K03353,4.36151079136691
2008,"Lüchow-Dannenberg",%,K03354,2.74592214550185
2008,"Lüneburg",%,K03355,3.62015047135606
2008,"Osterholz",%,K03356,3.42620414984976
2008,"Rotenburg (Wümme)",%,K03357,3.8893580311416
2008,"Heidekreis",%,K03358,4.07622592192738
2008,"Stade",%,K03359,4.0987145171694
2008,"Uelzen",%,K03360,2.6859068885612
2008,"Verden",%,K03361,4.90041928721174
2008,"Statistische Region Lüneburg",%,K033,3.96541877106734
2008,"Delmenhorst, Stadt",%,K03401,8.35440328557478
2008,"Emden  Stadt",%,K03402,5.01338194794616
2008,"Oldenburg(Oldb), Stadt",%,K03403,5.8766276305692
2008,"Osnabrück, Stadt",%,K03404,8.93156792376566
2008,"Wilhelmshaven, Stadt",%,K03405,4.44411688838118
2008,"Ammerland",%,K03451,2.87100134925108
2008,"Aurich",%,K03452,2.72361007704046
2008,"Cloppenburg",%,K03453,4.63921458910904
2008,"Emsland",%,K03454,5.21215713266034
2008,"Friesland",%,K03455,2.64687409652367
2008,"Grafschaft Bentheim",%,K03456,11.3631667503026
2008,"Leer",%,K03457,4.32805689100135
2008,"Oldenburg",%,K03458,3.51746424970026
2008,"Osnabrück",%,K03459,4.81972777721949
2008,"Vechta",%,K03460,6.71642900688445
2008,"Wesermarsch",%,K03461,5.52039839944328
2008,"Wittmund",%,K03462,2.14812495651569
2008,"Statistische Region Weser-Ems",%,K034,5.28127902053902
2008,"Niedersachsen",%,K030,5.70186343844482
2009,"Braunschweig, Stadt",%,K03101,7.84114793856103
2009,"Salzgitter, Stadt",%,K03102,9.72681398990778
2009,"Wolfsburg, Stadt",%,K03103,9.73998629333906
2009,"Gifhorn",%,K03151,4.07451666349157
2009,"Goslar",%,K03153,4.86660215648327
2009,"Helmstedt",%,K03154,3.56964101253421
2009,"Northeim",%,K03155,3.63919660199355
2009,"Peine",%,K03157,4.84681901473506
2009,"Wolfenbüttel",%,K03158,3.57637248994349
2009,"Göttingen",%,K03159,5.57987000313459
2009,"Statistische Region Braunschweig",%,K031,5.78238656044337
2009,"Hannover  Region",%,K03241,9.90133261137683
2009,"dav. Hannover, Lhst.",%,K03241001,14.1051431379399
2009,"dav. Hannover, Umland",%,K03241999,6.30695097292613
2009,"Diepholz",%,K03251,3.79106322027393
2009,"Hameln-Pyrmont",%,K03252,6.54404372148179
2009,"Hildesheim",%,K03254,4.73236783564282
2009,"Holzminden",%,K03255,4.09344886225605
2009,"Nienburg (Weser)",%,K03256,4.21501109855353
2009,"Schaumburg",%,K03257,5.22794999567223
2009,"Statistische Region Hannover",%,K032,7.48226321390564
2009,"Celle",%,K03351,4.16854954336753
2009,"Cuxhaven",%,K03352,4.06783704793526
2009,"Harburg",%,K03353,4.46821157541608
2009,"Lüchow-Dannenberg",%,K03354,2.94573331455361
2009,"Lüneburg",%,K03355,3.61157239525084
2009,"Osterholz",%,K03356,3.38573048050058
2009,"Rotenburg (Wümme)",%,K03357,3.83508874585528
2009,"Heidekreis",%,K03358,4.14414543065839
2009,"Stade",%,K03359,4.13247897964986
2009,"Uelzen",%,K03360,2.67611301732537
2009,"Verden",%,K03361,4.86394455778231
2009,"Statistische Region Lüneburg",%,K033,3.9871780186508
2009,"Delmenhorst, Stadt",%,K03401,8.30738672965428
2009,"Emden  Stadt",%,K03402,4.60110738516728
2009,"Oldenburg(Oldb), Stadt",%,K03403,5.81154623328003
2009,"Osnabrück, Stadt",%,K03404,8.9007669068092
2009,"Wilhelmshaven, Stadt",%,K03405,4.64522967326867
2009,"Ammerland",%,K03451,2.93319264446846
2009,"Aurich",%,K03452,2.70409000227546
2009,"Cloppenburg",%,K03453,4.8982260993232
2009,"Emsland",%,K03454,5.3478463612032
2009,"Friesland",%,K03455,2.68600214319336
2009,"Grafschaft Bentheim",%,K03456,11.5836448805284
2009,"Leer",%,K03457,4.23084622991197
2009,"Oldenburg",%,K03458,3.78917761572556
2009,"Osnabrück",%,K03459,4.86450304714106
2009,"Vechta",%,K03460,6.94462985211884
2009,"Wesermarsch",%,K03461,5.43692725917481
2009,"Wittmund",%,K03462,2.14493561708282
2009,"Statistische Region Weser-Ems",%,K034,5.34406084650208
2009,"Niedersachsen",%,K030,5.72135937085176
2010,"Braunschweig, Stadt",%,K03101,7.89980190222087
2010,"Salzgitter, Stadt",%,K03102,9.58063949059515
2010,"Wolfsburg, Stadt",%,K03103,9.71914599303423
2010,"Gifhorn",%,K03151,4.0685113210498
2010,"Goslar",%,K03153,4.88064105612038
2010,"Helmstedt",%,K03154,3.62467146365634
2010,"Northeim",%,K03155,3.66244786423127
2010,"Peine",%,K03157,4.84708817243556
2010,"Wolfenbüttel",%,K03158,3.63815142576204
2010,"Göttingen",%,K03159,5.50521446493763
2010,"Statistische Region Braunschweig",%,K031,5.7828254427667
2010,"Hannover  Region",%,K03241,9.89471173805129
2010,"dav. Hannover, Lhst.",%,K03241001,14.0520312386404
2010,"dav. Hannover, Umland",%,K03241999,6.3292115436365
2010,"Diepholz",%,K03251,3.83174594255425
2010,"Hameln-Pyrmont",%,K03252,6.74562741344063
2010,"Hildesheim",%,K03254,4.82118109568119
2010,"Holzminden",%,K03255,4.18214090660841
2010,"Nienburg (Weser)",%,K03256,4.22237860661506
2010,"Schaumburg",%,K03257,5.19310739809258
2010,"Statistische Region Hannover",%,K032,7.51854738672032
2010,"Celle",%,K03351,4.24807313138555
2010,"Cuxhaven",%,K03352,4.05608987149812
2010,"Harburg",%,K03353,4.52995122899687
2010,"Lüchow-Dannenberg",%,K03354,3.02155934407575
2010,"Lüneburg",%,K03355,3.60166742817818
2010,"Osterholz",%,K03356,3.36622689406128
2010,"Rotenburg (Wümme)",%,K03357,3.76663005004272
2010,"Heidekreis",%,K03358,4.23619565995846
2010,"Stade",%,K03359,4.18399853904998
2010,"Uelzen",%,K03360,2.71750691342268
2010,"Verden",%,K03361,4.89247795573151
2010,"Statistische Region Lüneburg",%,K033,4.01545172723931
2010,"Delmenhorst, Stadt",%,K03401,8.20591439060798
2010,"Emden  Stadt",%,K03402,4.75433973961562
2010,"Oldenburg(Oldb), Stadt",%,K03403,5.85609195118793
2010,"Osnabrück, Stadt",%,K03404,8.96118060675485
2010,"Wilhelmshaven, Stadt",%,K03405,5.25552112537504
2010,"Ammerland",%,K03451,3.00498288193621
2010,"Aurich",%,K03452,2.83148184411502
2010,"Cloppenburg",%,K03453,5.33648558099549
2010,"Emsland",%,K03454,5.63477460901564
2010,"Friesland",%,K03455,2.6195305126609
2010,"Grafschaft Bentheim",%,K03456,11.6892637378098
2010,"Leer",%,K03457,4.32895176224158
2010,"Oldenburg",%,K03458,4.11684291573042
2010,"Osnabrück",%,K03459,4.93986628215532
2010,"Vechta",%,K03460,7.31085732858599
