Year,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
2023,"Braunschweig, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03101,35.140587567772
2023,"Salzgitter, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03102,47.905995781862
2023,"Wolfsburg, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03103,41.3772573923398
2023,"Gifhorn",ausländische Herkunft mindestens eines Elternteils,%,K03151,28.1698389458272
2023,"Goslar",ausländische Herkunft mindestens eines Elternteils,%,K03153,23.599782490484
2023,"Helmstedt",ausländische Herkunft mindestens eines Elternteils,%,K03154,14.4348894348894
2023,"Northeim",ausländische Herkunft mindestens eines Elternteils,%,K03155,21.4353838817358
2023,"Peine",ausländische Herkunft mindestens eines Elternteils,%,K03157,24.0973312401884
2023,"Wolfenbüttel",ausländische Herkunft mindestens eines Elternteils,%,K03158,16.7951807228916
2023,"Göttingen",ausländische Herkunft mindestens eines Elternteils,%,K03159,27.0708631009847
2023,"Statistische Region Braunschweig",ausländische Herkunft mindestens eines Elternteils,%,K031,28.5082913966314
2023,"Hannover  Region",ausländische Herkunft mindestens eines Elternteils,%,K03241,39.3143726534318
2023,"dav. Hannover, Lhst.",ausländische Herkunft mindestens eines Elternteils,%,K03241001,48.9660385508342
2023,"dav. Hannover, Umland",ausländische Herkunft mindestens eines Elternteils,%,K03241999,31.2730544309492
2023,"Diepholz",ausländische Herkunft mindestens eines Elternteils,%,K03251,17.1379492600423
2023,"Hameln-Pyrmont",ausländische Herkunft mindestens eines Elternteils,%,K03252,35.938864628821
2023,"Hildesheim",ausländische Herkunft mindestens eines Elternteils,%,K03254,31.6558619931876
2023,"Holzminden",ausländische Herkunft mindestens eines Elternteils,%,K03255,24.6131528046422
2023,"Nienburg (Weser)",ausländische Herkunft mindestens eines Elternteils,%,K03256,19.9712299208823
2023,"Schaumburg",ausländische Herkunft mindestens eines Elternteils,%,K03257,26.5427215189873
2023,"Statistische Region Hannover",ausländische Herkunft mindestens eines Elternteils,%,K032,33.4661300225118
2023,"Celle",ausländische Herkunft mindestens eines Elternteils,%,K03351,17.3278971303121
2023,"Cuxhaven",ausländische Herkunft mindestens eines Elternteils,%,K03352,15.7382597659004
2023,"Harburg",ausländische Herkunft mindestens eines Elternteils,%,K03353,24.3090516798521
2023,"Lüchow-Dannenberg",ausländische Herkunft mindestens eines Elternteils,%,K03354,13.2179930795848
2023,"Lüneburg",ausländische Herkunft mindestens eines Elternteils,%,K03355,20.7649427067203
2023,"Osterholz",ausländische Herkunft mindestens eines Elternteils,%,K03356,17.8521291530183
2023,"Rotenburg (Wümme)",ausländische Herkunft mindestens eines Elternteils,%,K03357,18.2211455269078
2023,"Heidekreis",ausländische Herkunft mindestens eines Elternteils,%,K03358,23.2724217601344
2023,"Stade",ausländische Herkunft mindestens eines Elternteils,%,K03359,18.0057684384013
2023,"Uelzen",ausländische Herkunft mindestens eines Elternteils,%,K03360,24.4239631336406
2023,"Verden",ausländische Herkunft mindestens eines Elternteils,%,K03361,19.1239734063355
2023,"Statistische Region Lüneburg",ausländische Herkunft mindestens eines Elternteils,%,K033,19.6633624497007
2023,"Delmenhorst, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03401,32.2778827977316
2023,"Emden  Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03402,22.9231730168645
2023,"Oldenburg(Oldb), Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03403,33.4031779291077
2023,"Osnabrück, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03404,28.6676646706587
2023,"Wilhelmshaven, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03405,28.9120715350224
2023,"Ammerland",ausländische Herkunft mindestens eines Elternteils,%,K03451,20.3707790774663
2023,"Aurich",ausländische Herkunft mindestens eines Elternteils,%,K03452,14.1748228147148
2023,"Cloppenburg",ausländische Herkunft mindestens eines Elternteils,%,K03453,23.7127371273713
2023,"Emsland",ausländische Herkunft mindestens eines Elternteils,%,K03454,22.1281828703704
2023,"Friesland",ausländische Herkunft mindestens eines Elternteils,%,K03455,12.3423423423423
2023,"Grafschaft Bentheim",ausländische Herkunft mindestens eines Elternteils,%,K03456,24.5955954005067
2023,"Leer",ausländische Herkunft mindestens eines Elternteils,%,K03457,17.1732270386979
2023,"Oldenburg",ausländische Herkunft mindestens eines Elternteils,%,K03458,17.1783295711061
2023,"Osnabrück",ausländische Herkunft mindestens eines Elternteils,%,K03459,18.9625660489693
2023,"Vechta",ausländische Herkunft mindestens eines Elternteils,%,K03460,23.7057667103539
2023,"Wesermarsch",ausländische Herkunft mindestens eines Elternteils,%,K03461,21.4884020618557
2023,"Wittmund",ausländische Herkunft mindestens eines Elternteils,%,K03462,15.2858809801634
2023,"Statistische Region Weser-Ems",ausländische Herkunft mindestens eines Elternteils,%,K034,21.8319687894939
2023,"Niedersachsen",ausländische Herkunft mindestens eines Elternteils,%,,25.6979679527348
2022,"Braunschweig, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03101,35.5136590996537
2022,"Salzgitter, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03102,49.597855227882
2022,"Wolfsburg, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03103,42.5413264289982
2022,"Gifhorn",ausländische Herkunft mindestens eines Elternteils,%,K03151,28.1637531749589
2022,"Goslar",ausländische Herkunft mindestens eines Elternteils,%,K03153,19.5577254451465
2022,"Helmstedt",ausländische Herkunft mindestens eines Elternteils,%,K03154,14.160125588697
2022,"Northeim",ausländische Herkunft mindestens eines Elternteils,%,K03155,21.8987341772152
2022,"Peine",ausländische Herkunft mindestens eines Elternteils,%,K03157,26.3756345177665
2022,"Wolfenbüttel",ausländische Herkunft mindestens eines Elternteils,%,K03158,16.0341794420709
2022,"Göttingen",ausländische Herkunft mindestens eines Elternteils,%,K03159,26.8578231967457
2022,"Statistische Region Braunschweig",ausländische Herkunft mindestens eines Elternteils,%,K031,28.7718228253412
2022,"Hannover  Region",ausländische Herkunft mindestens eines Elternteils,%,K03241,38.9686442143757
2022,"dav. Hannover, Lhst.",ausländische Herkunft mindestens eines Elternteils,%,K03241001,48.9972899728997
2022,"dav. Hannover, Umland",ausländische Herkunft mindestens eines Elternteils,%,K03241999,30.566277644067
2022,"Diepholz",ausländische Herkunft mindestens eines Elternteils,%,K03251,17.4717648659682
2022,"Hameln-Pyrmont",ausländische Herkunft mindestens eines Elternteils,%,K03252,35.0865658557966
2022,"Hildesheim",ausländische Herkunft mindestens eines Elternteils,%,K03254,30.9616263133851
2022,"Holzminden",ausländische Herkunft mindestens eines Elternteils,%,K03255,22.6370510396975
2022,"Nienburg (Weser)",ausländische Herkunft mindestens eines Elternteils,%,K03256,23.2361007230117
2022,"Schaumburg",ausländische Herkunft mindestens eines Elternteils,%,K03257,26.3318422122814
2022,"Statistische Region Hannover",ausländische Herkunft mindestens eines Elternteils,%,K032,33.3494957331265
2022,"Celle",ausländische Herkunft mindestens eines Elternteils,%,K03351,21.1948559335829
2022,"Cuxhaven",ausländische Herkunft mindestens eines Elternteils,%,K03352,16.0833953834698
2022,"Harburg",ausländische Herkunft mindestens eines Elternteils,%,K03353,22.9828850855746
2022,"Lüchow-Dannenberg",ausländische Herkunft mindestens eines Elternteils,%,K03354,12.6984126984127
2022,"Lüneburg",ausländische Herkunft mindestens eines Elternteils,%,K03355,20.6628286914579
2022,"Osterholz",ausländische Herkunft mindestens eines Elternteils,%,K03356,17.4360200908873
2022,"Rotenburg (Wümme)",ausländische Herkunft mindestens eines Elternteils,%,K03357,17.3371306514774
2022,"Heidekreis",ausländische Herkunft mindestens eines Elternteils,%,K03358,23.5528942115768
2022,"Stade",ausländische Herkunft mindestens eines Elternteils,%,K03359,19.5287595287595
2022,"Uelzen",ausländische Herkunft mindestens eines Elternteils,%,K03360,23.3467299963464
2022,"Verden",ausländische Herkunft mindestens eines Elternteils,%,K03361,25.3141467369274
2022,"Statistische Region Lüneburg",ausländische Herkunft mindestens eines Elternteils,%,K033,20.4312322850587
2022,"Delmenhorst, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03401,39.2058420812414
2022,"Emden  Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03402,22.4036577400392
2022,"Oldenburg(Oldb), Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03403,33.1833910034602
2022,"Osnabrück, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03404,29.9006495987772
2022,"Wilhelmshaven, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03405,29.2553191489362
2022,"Ammerland",ausländische Herkunft mindestens eines Elternteils,%,K03451,19.9817309888102
2022,"Aurich",ausländische Herkunft mindestens eines Elternteils,%,K03452,15.0992234685073
2022,"Cloppenburg",ausländische Herkunft mindestens eines Elternteils,%,K03453,23.2843508559309
2022,"Emsland",ausländische Herkunft mindestens eines Elternteils,%,K03454,21.1381505054287
2022,"Friesland",ausländische Herkunft mindestens eines Elternteils,%,K03455,12.7481389578164
2022,"Grafschaft Bentheim",ausländische Herkunft mindestens eines Elternteils,%,K03456,23.2371134020619
2022,"Leer",ausländische Herkunft mindestens eines Elternteils,%,K03457,17.2824791418355
2022,"Oldenburg",ausländische Herkunft mindestens eines Elternteils,%,K03458,17.9907059083868
2022,"Osnabrück",ausländische Herkunft mindestens eines Elternteils,%,K03459,18.5357763386511
2022,"Vechta",ausländische Herkunft mindestens eines Elternteils,%,K03460,22.1980595516895
2022,"Wesermarsch",ausländische Herkunft mindestens eines Elternteils,%,K03461,22.5189581272667
2022,"Wittmund",ausländische Herkunft mindestens eines Elternteils,%,K03462,12.6955475330927
2022,"Statistische Region Weser-Ems",ausländische Herkunft mindestens eines Elternteils,%,K034,21.7884712909224
2022,"Niedersachsen",ausländische Herkunft mindestens eines Elternteils,%,,25.8979164450834
2021,"Braunschweig, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03101,35.6571877866597
2021,"Salzgitter, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03102,46.9445314948292
2021,"Wolfsburg, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03103,30.896273917422
2021,"Gifhorn",ausländische Herkunft mindestens eines Elternteils,%,K03151,24.9313396399146
2021,"Goslar",ausländische Herkunft mindestens eines Elternteils,%,K03153,19.1654676258993
2021,"Helmstedt",ausländische Herkunft mindestens eines Elternteils,%,K03154,13.0390835579515
2021,"Northeim",ausländische Herkunft mindestens eines Elternteils,%,K03155,23.3149750852347
2021,"Peine",ausländische Herkunft mindestens eines Elternteils,%,K03157,23.2814526588846
2021,"Wolfenbüttel",ausländische Herkunft mindestens eines Elternteils,%,K03158,17.7386421643696
2021,"Göttingen",ausländische Herkunft mindestens eines Elternteils,%,K03159,29.8158135748448
2021,"Statistische Region Braunschweig",ausländische Herkunft mindestens eines Elternteils,%,K031,27.5290378276566
2021,"Hannover  Region",ausländische Herkunft mindestens eines Elternteils,%,K03241,38.3225279493593
2021,"dav. Hannover, Lhst.",ausländische Herkunft mindestens eines Elternteils,%,K03241001,47.6677667766777
2021,"dav. Hannover, Umland",ausländische Herkunft mindestens eines Elternteils,%,K03241999,30.2314506143442
2021,"Diepholz",ausländische Herkunft mindestens eines Elternteils,%,K03251,21.8566728651123
2021,"Hameln-Pyrmont",ausländische Herkunft mindestens eines Elternteils,%,K03252,34.6473029045643
2021,"Hildesheim",ausländische Herkunft mindestens eines Elternteils,%,K03254,29.3716168510238
2021,"Holzminden",ausländische Herkunft mindestens eines Elternteils,%,K03255,23.2134056185313
2021,"Nienburg (Weser)",ausländische Herkunft mindestens eines Elternteils,%,K03256,20.7654512542022
2021,"Schaumburg",ausländische Herkunft mindestens eines Elternteils,%,K03257,26.3357172907026
2021,"Statistische Region Hannover",ausländische Herkunft mindestens eines Elternteils,%,K032,33.1160720694853
2021,"Celle",ausländische Herkunft mindestens eines Elternteils,%,K03351,20.1652335187995
2021,"Cuxhaven",ausländische Herkunft mindestens eines Elternteils,%,K03352,15.546875
2021,"Harburg",ausländische Herkunft mindestens eines Elternteils,%,K03353,21.8144195164452
2021,"Lüchow-Dannenberg",ausländische Herkunft mindestens eines Elternteils,%,K03354,12.2005988023952
2021,"Lüneburg",ausländische Herkunft mindestens eines Elternteils,%,K03355,20.9272376046362
2021,"Osterholz",ausländische Herkunft mindestens eines Elternteils,%,K03356,17.0100502512563
2021,"Rotenburg (Wümme)",ausländische Herkunft mindestens eines Elternteils,%,K03357,17.5226586102719
2021,"Heidekreis",ausländische Herkunft mindestens eines Elternteils,%,K03358,23.8338361568809
2021,"Stade",ausländische Herkunft mindestens eines Elternteils,%,K03359,17.4232598357112
2021,"Uelzen",ausländische Herkunft mindestens eines Elternteils,%,K03360,21.9750195160031
2021,"Verden",ausländische Herkunft mindestens eines Elternteils,%,K03361,23.3468559837728
2021,"Statistische Region Lüneburg",ausländische Herkunft mindestens eines Elternteils,%,K033,19.6436392942867
2021,"Delmenhorst, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03401,44.3062200956938
2021,"Emden  Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03402,25.3198653198653
2021,"Oldenburg(Oldb), Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03403,32.8233410425191
2021,"Osnabrück, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03404,28.7807737397421
2021,"Wilhelmshaven, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03405,29.3793793793794
2021,"Ammerland",ausländische Herkunft mindestens eines Elternteils,%,K03451,19.1878413678461
2021,"Aurich",ausländische Herkunft mindestens eines Elternteils,%,K03452,14.6605211841872
2021,"Cloppenburg",ausländische Herkunft mindestens eines Elternteils,%,K03453,23.5154017148301
2021,"Emsland",ausländische Herkunft mindestens eines Elternteils,%,K03454,20.3492013780144
2021,"Friesland",ausländische Herkunft mindestens eines Elternteils,%,K03455,11.637519872814
2021,"Grafschaft Bentheim",ausländische Herkunft mindestens eines Elternteils,%,K03456,24.577861163227
2021,"Leer",ausländische Herkunft mindestens eines Elternteils,%,K03457,16.3790003595829
2021,"Oldenburg",ausländische Herkunft mindestens eines Elternteils,%,K03458,16.9833450621628
2021,"Osnabrück",ausländische Herkunft mindestens eines Elternteils,%,K03459,19.1765185487159
2021,"Vechta",ausländische Herkunft mindestens eines Elternteils,%,K03460,22.4991162955108
2021,"Wesermarsch",ausländische Herkunft mindestens eines Elternteils,%,K03461,21.7873224800831
2021,"Wittmund",ausländische Herkunft mindestens eines Elternteils,%,K03462,11.3080684596577
2021,"Statistische Region Weser-Ems",ausländische Herkunft mindestens eines Elternteils,%,K034,21.6988308542137
2021,"Niedersachsen",ausländische Herkunft mindestens eines Elternteils,%,,25.4044317434742
2020,"Braunschweig, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03101,36.077355285509
2020,"Salzgitter, Stadt",ausländische Herkunft mindestens eines Elternteils,%,K03102,45.1092117758784
