Year,Gebietseinheit,Nationalität,Units,GeoCode,Value
2005,"Braunschweig, Stadt",Deutsche,Anzahl,K03101,202
2005,"Salzgitter, Stadt",Deutsche,Anzahl,K03102,61
2005,"Wolfsburg, Stadt",Deutsche,Anzahl,K03103,87
2005,"Gifhorn",Deutsche,Anzahl,K03151,116
2005,"Goslar",Deutsche,Anzahl,K03153,158
2005,"Helmstedt",Deutsche,Anzahl,K03154,73
2005,"Northeim",Deutsche,Anzahl,K03155,136
2005,"Peine",Deutsche,Anzahl,K03157,111
2005,"Wolfenbüttel",Deutsche,Anzahl,K03158,70
2005,"Göttingen",Deutsche,Anzahl,K03159,283
2005,"Statistische Region Braunschweig",Deutsche,Anzahl,K031,1297
2005,"Region Hannover",Deutsche,Anzahl,K03241,674
2005,"dav. Hannover, Lhst.",Deutsche,Anzahl,K03241001,297
2005,"dav. Hannover, Umland",Deutsche,Anzahl,K03241999,377
2005,"Diepholz",Deutsche,Anzahl,K03251,128
2005,"Hameln-Pyrmont",Deutsche,Anzahl,K03252,151
2005,"Hildesheim",Deutsche,Anzahl,K03254,244
2005,"Holzminden",Deutsche,Anzahl,K03255,55
2005,"Nienburg (Weser)",Deutsche,Anzahl,K03256,102
2005,"Schaumburg",Deutsche,Anzahl,K03257,141
2005,"Statistische Region Hannover",Deutsche,Anzahl,K032,1495
2005,"Celle",Deutsche,Anzahl,K03351,181
2005,"Cuxhaven",Deutsche,Anzahl,K03352,180
2005,"Harburg",Deutsche,Anzahl,K03353,159
2005,"Lüchow-Dannenberg",Deutsche,Anzahl,K03354,63
2005,"Lüneburg",Deutsche,Anzahl,K03355,105
2005,"Osterholz",Deutsche,Anzahl,K03356,63
2005,"Rotenburg (Wümme)",Deutsche,Anzahl,K03357,218
2005,"Heidekreis",Deutsche,Anzahl,K03358,143
2005,"Stade",Deutsche,Anzahl,K03359,193
2005,"Uelzen",Deutsche,Anzahl,K03360,111
2005,"Verden",Deutsche,Anzahl,K03361,125
2005,"Statistische Region Lüneburg",Deutsche,Anzahl,K033,1541
2005,"Delmenhorst, Stadt",Deutsche,Anzahl,K03401,77
2005,"Emden, Stadt",Deutsche,Anzahl,K03402,58
2005,"Oldenburg (Oldb), Stadt",Deutsche,Anzahl,K03403,118
2005,"Osnabrück, Stadt",Deutsche,Anzahl,K03404,76
2005,"Wilhelmshaven, Stadt",Deutsche,Anzahl,K03405,80
2005,"Ammerland",Deutsche,Anzahl,K03451,117
2005,"Aurich",Deutsche,Anzahl,K03452,279
2005,"Cloppenburg",Deutsche,Anzahl,K03453,176
2005,"Emsland",Deutsche,Anzahl,K03454,319
2005,"Friesland",Deutsche,Anzahl,K03455,103
2005,"Grafschaft Bentheim",Deutsche,Anzahl,K03456,159
2005,"Leer",Deutsche,Anzahl,K03457,192
2005,"Oldenburg",Deutsche,Anzahl,K03458,78
2005,"Osnabrück",Deutsche,Anzahl,K03459,273
2005,"Vechta",Deutsche,Anzahl,K03460,142
2005,"Wesermarsch",Deutsche,Anzahl,K03461,91
2005,"Wittmund",Deutsche,Anzahl,K03462,67
2005,"Statistische Region Weser-Ems",Deutsche,Anzahl,K034,2405
2005,"Niedersachsen",Deutsche,Anzahl,K030,6738
2005,"Braunschweig, Stadt",Ausländerinnen und Ausländer,Anzahl,K03101,44
2005,"Salzgitter, Stadt",Ausländerinnen und Ausländer,Anzahl,K03102,30
2005,"Wolfsburg, Stadt",Ausländerinnen und Ausländer,Anzahl,K03103,36
2005,"Gifhorn",Ausländerinnen und Ausländer,Anzahl,K03151,34
2005,"Goslar",Ausländerinnen und Ausländer,Anzahl,K03153,33
2005,"Helmstedt",Ausländerinnen und Ausländer,Anzahl,K03154,6
2005,"Northeim",Ausländerinnen und Ausländer,Anzahl,K03155,23
2005,"Peine",Ausländerinnen und Ausländer,Anzahl,K03157,28
2005,"Wolfenbüttel",Ausländerinnen und Ausländer,Anzahl,K03158,10
2005,"Göttingen",Ausländerinnen und Ausländer,Anzahl,K03159,72
2005,"Statistische Region Braunschweig",Ausländerinnen und Ausländer,Anzahl,K031,316
2005,"Region Hannover",Ausländerinnen und Ausländer,Anzahl,K03241,311
2005,"dav. Hannover, Lhst.",Ausländerinnen und Ausländer,Anzahl,K03241001,182
2005,"dav. Hannover, Umland",Ausländerinnen und Ausländer,Anzahl,K03241999,129
2005,"Diepholz",Ausländerinnen und Ausländer,Anzahl,K03251,30
2005,"Hameln-Pyrmont",Ausländerinnen und Ausländer,Anzahl,K03252,47
2005,"Hildesheim",Ausländerinnen und Ausländer,Anzahl,K03254,82
2005,"Holzminden",Ausländerinnen und Ausländer,Anzahl,K03255,6
2005,"Nienburg (Weser)",Ausländerinnen und Ausländer,Anzahl,K03256,34
2005,"Schaumburg",Ausländerinnen und Ausländer,Anzahl,K03257,23
2005,"Statistische Region Hannover",Ausländerinnen und Ausländer,Anzahl,K032,533
2005,"Celle",Ausländerinnen und Ausländer,Anzahl,K03351,50
2005,"Cuxhaven",Ausländerinnen und Ausländer,Anzahl,K03352,42
2005,"Harburg",Ausländerinnen und Ausländer,Anzahl,K03353,41
2005,"Lüchow-Dannenberg",Ausländerinnen und Ausländer,Anzahl,K03354,8
2005,"Lüneburg",Ausländerinnen und Ausländer,Anzahl,K03355,22
2005,"Osterholz",Ausländerinnen und Ausländer,Anzahl,K03356,21
2005,"Rotenburg (Wümme)",Ausländerinnen und Ausländer,Anzahl,K03357,18
2005,"Heidekreis",Ausländerinnen und Ausländer,Anzahl,K03358,33
2005,"Stade",Ausländerinnen und Ausländer,Anzahl,K03359,28
2005,"Uelzen",Ausländerinnen und Ausländer,Anzahl,K03360,19
2005,"Verden",Ausländerinnen und Ausländer,Anzahl,K03361,47
2005,"Statistische Region Lüneburg",Ausländerinnen und Ausländer,Anzahl,K033,329
2005,"Delmenhorst, Stadt",Ausländerinnen und Ausländer,Anzahl,K03401,34
2005,"Emden, Stadt",Ausländerinnen und Ausländer,Anzahl,K03402,20
2005,"Oldenburg (Oldb), Stadt",Ausländerinnen und Ausländer,Anzahl,K03403,26
2005,"Osnabrück, Stadt",Ausländerinnen und Ausländer,Anzahl,K03404,36
2005,"Wilhelmshaven, Stadt",Ausländerinnen und Ausländer,Anzahl,K03405,20
2005,"Ammerland",Ausländerinnen und Ausländer,Anzahl,K03451,15
2005,"Aurich",Ausländerinnen und Ausländer,Anzahl,K03452,24
2005,"Cloppenburg",Ausländerinnen und Ausländer,Anzahl,K03453,24
2005,"Emsland",Ausländerinnen und Ausländer,Anzahl,K03454,38
2005,"Friesland",Ausländerinnen und Ausländer,Anzahl,K03455,11
