Year,Gebietseinheit,GeoCode,Value
2005,"Braunschweig, Stadt",K03101,20275
2005,"Salzgitter, Stadt",K03102,10721
2005,"Wolfsburg, Stadt",K03103,11986
2005,"Gifhorn",K03151,7612
2005,"Goslar",K03153,7506
2005,"Helmstedt",K03154,3648
2005,"Northeim",K03155,5806
2005,"Peine",K03157,6834
2005,"Wolfenbüttel",K03158,4886
2005,"Göttingen",K03159,20262
2005,"Statistische Region Braunschweig",K031,99536
2005,"Hannover  Region",K03241,115165
2005,"dav. Hannover, Lhst.",K03241001,75016
2005,"dav. Hannover, Umland",K03241999,40149
2005,"Diepholz",K03251,8256
2005,"Hameln-Pyrmont",K03252,11014
2005,"Hildesheim",K03254,14631
2005,"Holzminden",K03255,3433
2005,"Nienburg (Weser)",K03256,5488
2005,"Schaumburg",K03257,9608
2005,"Statistische Region Hannover",K032,167595
2005,"Celle",K03351,7805
2005,"Cuxhaven",K03352,8730
2005,"Harburg",K03353,11011
2005,"Lüchow-Dannenberg",K03354,1273
2005,"Lüneburg",K03355,6903
2005,"Osterholz",K03356,3984
2005,"Rotenburg (Wümme)",K03357,6581
2005,"Heidekreis",K03358,5949
2005,"Stade",K03359,8004
2005,"Uelzen",K03360,2786
2005,"Verden",K03361,6736
2005,"Statistische Region Lüneburg",K033,69762
2005,"Delmenhorst, Stadt",K03401,6751
2005,"Emden  Stadt",K03402,2783
2005,"Oldenburg(Oldb), Stadt",K03403,9884
2005,"Osnabrück, Stadt",K03404,15137
2005,"Wilhelmshaven, Stadt",K03405,3851
2005,"Ammerland",K03451,3288
2005,"Aurich",K03452,5338
2005,"Cloppenburg",K03453,6341
2005,"Emsland",K03454,12579
2005,"Friesland",K03455,2756
2005,"Grafschaft Bentheim",K03456,13305
2005,"Leer",K03457,6519
2005,"Oldenburg",K03458,4295
2005,"Osnabrück",K03459,16305
2005,"Vechta",K03460,8901
2005,"Wesermarsch",K03461,5233
2005,"Wittmund",K03462,1327
2005,"Statistische Region Weser-Ems",K034,124593
2005,"Niedersachsen",K030,461486
2006,"Braunschweig, Stadt",K03101,20282
2006,"Salzgitter, Stadt",K03102,10474
2006,"Wolfsburg, Stadt",K03103,11941
2006,"Gifhorn",K03151,7371
2006,"Goslar",K03153,7325
2006,"Helmstedt",K03154,3620
2006,"Northeim",K03155,5607
2006,"Peine",K03157,6676
2006,"Wolfenbüttel",K03158,4660
2006,"Göttingen",K03159,19719
2006,"Statistische Region Braunschweig",K031,97675
2006,"Hannover  Region",K03241,115063
2006,"dav. Hannover, Lhst.",K03241001,74898
2006,"dav. Hannover, Umland",K03241999,40165
2006,"Diepholz",K03251,8139
2006,"Hameln-Pyrmont",K03252,10617
2006,"Hildesheim",K03254,14237
2006,"Holzminden",K03255,3274
2006,"Nienburg (Weser)",K03256,5402
2006,"Schaumburg",K03257,9138
2006,"Statistische Region Hannover",K032,165870
2006,"Celle",K03351,7594
2006,"Cuxhaven",K03352,8486
2006,"Harburg",K03353,10667
2006,"Lüchow-Dannenberg",K03354,1267
2006,"Lüneburg",K03355,6746
2006,"Osterholz",K03356,3951
2006,"Rotenburg (Wümme)",K03357,6516
2006,"Heidekreis",K03358,5987
2006,"Stade",K03359,7920
2006,"Uelzen",K03360,2742
2006,"Verden",K03361,6710
2006,"Statistische Region Lüneburg",K033,68586
2006,"Delmenhorst, Stadt",K03401,6486
2006,"Emden  Stadt",K03402,2664
2006,"Oldenburg(Oldb), Stadt",K03403,9767
2006,"Osnabrück, Stadt",K03404,14718
2006,"Wilhelmshaven, Stadt",K03405,3710
2006,"Ammerland",K03451,3324
2006,"Aurich",K03452,5511
2006,"Cloppenburg",K03453,6549
2006,"Emsland",K03454,14186
2006,"Friesland",K03455,2750
2006,"Grafschaft Bentheim",K03456,14052
2006,"Leer",K03457,6700
2006,"Oldenburg",K03458,4397
2006,"Osnabrück",K03459,16323
2006,"Vechta",K03460,8932
2006,"Wesermarsch",K03461,5295
2006,"Wittmund",K03462,1262
2006,"Statistische Region Weser-Ems",K034,126626
2006,"Niedersachsen",K030,458757
2007,"Braunschweig, Stadt",K03101,19875
2007,"Salzgitter, Stadt",K03102,10224
2007,"Wolfsburg, Stadt",K03103,11772
2007,"Gifhorn",K03151,7223
2007,"Goslar",K03153,7231
2007,"Helmstedt",K03154,3498
