Year,Gebietseinheit,Units,GeoCode,Value
2006,"Braunschweig, Stadt",%,K03101,0.1
2006,"Salzgitter, Stadt",%,K03102,-1
2006,"Wolfsburg, Stadt",%,K03103,-0.6
2006,"Gifhorn",%,K03151,-0.2
2006,"Goslar",%,K03153,-1.2
2006,"Helmstedt",%,K03154,-0.8
2006,"Northeim",%,K03155,-0.8
2006,"Peine",%,K03157,-0.3
2006,"Wolfenbüttel",%,K03158,-0.8
2006,"Göttingen",%,K03159,-0.6
2006,"Statistische Region Braunschweig",%,K031,-0.5
2006,"Region Hannover",%,K03241,0
2006,"dav. Hannover, Lhst.",%,K03241001,0.1
2006,"dav. Hannover, Umland",%,K03241999,-0.1
2006,"Diepholz",%,K03251,-0.1
2006,"Hameln-Pyrmont",%,K03252,-0.7
2006,"Hildesheim",%,K03254,-0.2
2006,"Holzminden",%,K03255,-1.3
2006,"Nienburg (Weser)",%,K03256,-0.3
2006,"Schaumburg",%,K03257,-0.3
2006,"Statistische Region Hannover",%,K032,-0.2
2006,"Celle",%,K03351,-0.3
2006,"Cuxhaven",%,K03352,-0.5
2006,"Harburg",%,K03353,0.4
2006,"Lüchow-Dannenberg",%,K03354,-0.9
2006,"Lüneburg",%,K03355,0.3
2006,"Osterholz",%,K03356,-0.2
2006,"Rotenburg (Wümme)",%,K03357,0.1
2006,"Heidekreis",%,K03358,-0.3
2006,"Stade",%,K03359,0.3
2006,"Uelzen",%,K03360,-0.5
2006,"Verden",%,K03361,-0.1
2006,"Statistische Region Lüneburg",%,K033,-0.1
2006,"Delmenhorst, Stadt",%,K03401,-0.8
2006,"Emden, Stadt",%,K03402,0.1
2006,"Oldenburg (Oldb), Stadt",%,K03403,0.3
2006,"Osnabrück, Stadt",%,K03404,-0.5
2006,"Wilhelmshaven, Stadt",%,K03405,-0.9
2006,"Ammerland",%,K03451,0.6
2006,"Aurich",%,K03452,0.1
2006,"Cloppenburg",%,K03453,0.4
2006,"Emsland",%,K03454,0.6
2006,"Friesland",%,K03455,-0.2
2006,"Grafschaft Bentheim",%,K03456,0.3
2006,"Leer",%,K03457,0.2
2006,"Oldenburg",%,K03458,0.2
2006,"Osnabrück",%,K03459,0
2006,"Vechta",%,K03460,0.5
2006,"Wesermarsch",%,K03461,-0.7
2006,"Wittmund",%,K03462,-0.2
2006,"Statistische Region Weser-Ems",%,K034,0.1
2006,"Niedersachsen",%,K030,-0.1
2007,"Braunschweig, Stadt",%,K03101,0.1
2007,"Salzgitter, Stadt",%,K03102,-1.3
2007,"Wolfsburg, Stadt",%,K03103,-0.4
2007,"Gifhorn",%,K03151,-0.3
2007,"Goslar",%,K03153,-1
2007,"Helmstedt",%,K03154,-1.1
2007,"Northeim",%,K03155,-1
2007,"Peine",%,K03157,-0.5
2007,"Wolfenbüttel",%,K03158,-0.6
2007,"Göttingen",%,K03159,-0.3
2007,"Statistische Region Braunschweig",%,K031,-0.5
2007,"Region Hannover",%,K03241,0.1
2007,"dav. Hannover, Lhst.",%,K03241001,0.3
2007,"dav. Hannover, Umland",%,K03241999,-0.1
2007,"Diepholz",%,K03251,-0.1
2007,"Hameln-Pyrmont",%,K03252,-0.5
2007,"Hildesheim",%,K03254,-0.5
2007,"Holzminden",%,K03255,-1
2007,"Nienburg (Weser)",%,K03256,-0.4
2007,"Schaumburg",%,K03257,-0.6
2007,"Statistische Region Hannover",%,K032,-0.2
2007,"Celle",%,K03351,-0.5
2007,"Cuxhaven",%,K03352,-0.6
2007,"Harburg",%,K03353,0.5
2007,"Lüchow-Dannenberg",%,K03354,-0.8
2007,"Lüneburg",%,K03355,0.3
2007,"Osterholz",%,K03356,0.2
2007,"Rotenburg (Wümme)",%,K03357,0.1
2007,"Heidekreis",%,K03358,-0.4
2007,"Stade",%,K03359,0
2007,"Uelzen",%,K03360,-0.5
2007,"Verden",%,K03361,-0.1
2007,"Statistische Region Lüneburg",%,K033,-0.1
2007,"Delmenhorst, Stadt",%,K03401,-0.2
2007,"Emden, Stadt",%,K03402,-0.1
2007,"Oldenburg (Oldb), Stadt",%,K03403,0.3
2007,"Osnabrück, Stadt",%,K03404,-0.1
2007,"Wilhelmshaven, Stadt",%,K03405,-0.7
2007,"Ammerland",%,K03451,0.4
2007,"Aurich",%,K03452,0
2007,"Cloppenburg",%,K03453,0.6
2007,"Emsland",%,K03454,0.5
2007,"Friesland",%,K03455,-0.4
2007,"Grafschaft Bentheim",%,K03456,0.3
2007,"Leer",%,K03457,-0.2
2007,"Oldenburg",%,K03458,0.1
2007,"Osnabrück",%,K03459,-0.1
2007,"Vechta",%,K03460,1
2007,"Wesermarsch",%,K03461,-0.5
2007,"Wittmund",%,K03462,-0.2
2007,"Statistische Region Weser-Ems",%,K034,0.1
2007,"Niedersachsen",%,K030,-0.1
2008,"Braunschweig, Stadt",%,K03101,0.1
2008,"Salzgitter, Stadt",%,K03102,-0.9
2008,"Wolfsburg, Stadt",%,K03103,0.4
2008,"Gifhorn",%,K03151,-0.4
2008,"Goslar",%,K03153,-1.3
2008,"Helmstedt",%,K03154,-1
2008,"Northeim",%,K03155,-1.2
2008,"Peine",%,K03157,-0.7
2008,"Wolfenbüttel",%,K03158,-0.8
2008,"Göttingen",%,K03159,-0.6
2008,"Statistische Region Braunschweig",%,K031,-0.6
2008,"Region Hannover",%,K03241,0
2008,"dav. Hannover, Lhst.",%,K03241001,0.3
2008,"dav. Hannover, Umland",%,K03241999,-0.3
2008,"Diepholz",%,K03251,-0.4
2008,"Hameln-Pyrmont",%,K03252,-0.9
2008,"Hildesheim",%,K03254,-0.7
2008,"Holzminden",%,K03255,-1.3
2008,"Nienburg (Weser)",%,K03256,-0.8
2008,"Schaumburg",%,K03257,-0.7
2008,"Statistische Region Hannover",%,K032,-0.4
2008,"Celle",%,K03351,-0.5
2008,"Cuxhaven",%,K03352,-0.4
2008,"Harburg",%,K03353,0.3
2008,"Lüchow-Dannenberg",%,K03354,-1
2008,"Lüneburg",%,K03355,0
2008,"Osterholz",%,K03356,-0.2
2008,"Rotenburg (Wümme)",%,K03357,-0.3
2008,"Heidekreis",%,K03358,-0.6
2008,"Stade",%,K03359,-0.1
2008,"Uelzen",%,K03360,-1.1
2008,"Verden",%,K03361,-0.2
2008,"Statistische Region Lüneburg",%,K033,-0.3
2008,"Delmenhorst, Stadt",%,K03401,-0.5
2008,"Emden, Stadt",%,K03402,-0.3
2008,"Oldenburg (Oldb), Stadt",%,K03403,0.4
2008,"Osnabrück, Stadt",%,K03404,0.3
2008,"Wilhelmshaven, Stadt",%,K03405,-1
2008,"Ammerland",%,K03451,0.1
2008,"Aurich",%,K03452,-0.5
2008,"Cloppenburg",%,K03453,0.1
2008,"Emsland",%,K03454,0.1
2008,"Friesland",%,K03455,-0.5
2008,"Grafschaft Bentheim",%,K03456,0.2
2008,"Leer",%,K03457,-0.1
2008,"Oldenburg",%,K03458,-0.1
2008,"Osnabrück",%,K03459,-0.2
2008,"Vechta",%,K03460,0.1
2008,"Wesermarsch",%,K03461,-0.7
2008,"Wittmund",%,K03462,-0.4
2008,"Statistische Region Weser-Ems",%,K034,-0.1
2008,"Niedersachsen",%,K030,-0.3
2009,"Braunschweig, Stadt",%,K03101,0.6
2009,"Salzgitter, Stadt",%,K03102,-0.9
2009,"Wolfsburg, Stadt",%,K03103,0.5
2009,"Gifhorn",%,K03151,-0.3
2009,"Goslar",%,K03153,-1
2009,"Helmstedt",%,K03154,-1
2009,"Northeim",%,K03155,-1.2
2009,"Peine",%,K03157,-0.4
2009,"Wolfenbüttel",%,K03158,-0.7
2009,"Göttingen",%,K03159,-0.5
2009,"Statistische Region Braunschweig",%,K031,-0.4
2009,"Region Hannover",%,K03241,0
2009,"dav. Hannover, Lhst.",%,K03241001,0.3
2009,"dav. Hannover, Umland",%,K03241999,-0.1
2009,"Diepholz",%,K03251,-0.3
2009,"Hameln-Pyrmont",%,K03252,-0.8
2009,"Hildesheim",%,K03254,-0.7
2009,"Holzminden",%,K03255,-1.3
2009,"Nienburg (Weser)",%,K03256,-0.7
2009,"Schaumburg",%,K03257,-0.8
2009,"Statistische Region Hannover",%,K032,-0.3
2009,"Celle",%,K03351,-0.5
2009,"Cuxhaven",%,K03352,-0.5
2009,"Harburg",%,K03353,0.4
2009,"Lüchow-Dannenberg",%,K03354,-0.5
2009,"Lüneburg",%,K03355,0.3
2009,"Osterholz",%,K03356,-0.4
2009,"Rotenburg (Wümme)",%,K03357,-0.3
